date	province	district	infected_total
25.06.2020	LUBELSKIE	Powiat radzyñski	20
26.06.2020	LUBELSKIE	Powiat radzyñski	20
27.06.2020	LUBELSKIE	Powiat radzyñski	20
28.06.2020	LUBELSKIE	Powiat radzyñski	20
29.06.2020	LUBELSKIE	Powiat radzyñski	20
30.06.2020	LUBELSKIE	Powiat radzyñski	20
01.07.2020	LUBELSKIE	Powiat radzyñski	20
02.07.2020	LUBELSKIE	Powiat radzyñski	20
03.07.2020	LUBELSKIE	Powiat radzyñski	20
04.07.2020	LUBELSKIE	Powiat radzyñski	20
05.07.2020	LUBELSKIE	Powiat radzyñski	20
06.07.2020	LUBELSKIE	Powiat radzyñski	20
07.07.2020	LUBELSKIE	Powiat radzyñski	20
08.07.2020	LUBELSKIE	Powiat radzyñski	20
09.07.2020	LUBELSKIE	Powiat radzyñski	20
10.07.2020	LUBELSKIE	Powiat radzyñski	20
11.07.2020	LUBELSKIE	Powiat radzyñski	20
12.07.2020	LUBELSKIE	Powiat radzyñski	20
13.07.2020	LUBELSKIE	Powiat radzyñski	20
14.07.2020	LUBELSKIE	Powiat radzyñski	20
15.07.2020	LUBELSKIE	Powiat radzyñski	20
16.07.2020	LUBELSKIE	Powiat radzyñski	20
17.07.2020	LUBELSKIE	Powiat radzyñski	20
18.07.2020	LUBELSKIE	Powiat radzyñski	20
19.07.2020	LUBELSKIE	Powiat radzyñski	26
20.07.2020	LUBELSKIE	Powiat radzyñski	26
21.07.2020	LUBELSKIE	Powiat radzyñski	26
22.07.2020	LUBELSKIE	Powiat radzyñski	27
23.07.2020	LUBELSKIE	Powiat radzyñski	27
24.07.2020	LUBELSKIE	Powiat radzyñski	27
25.07.2020	LUBELSKIE	Powiat radzyñski	27
26.07.2020	LUBELSKIE	Powiat radzyñski	27
27.07.2020	LUBELSKIE	Powiat radzyñski	27
28.07.2020	LUBELSKIE	Powiat radzyñski	27
29.07.2020	LUBELSKIE	Powiat radzyñski	27
30.07.2020	LUBELSKIE	Powiat radzyñski	27
31.07.2020	LUBELSKIE	Powiat radzyñski	27
01.08.2020	LUBELSKIE	Powiat radzyñski	27
02.08.2020	LUBELSKIE	Powiat radzyñski	27
03.08.2020	LUBELSKIE	Powiat radzyñski	27
04.08.2020	LUBELSKIE	Powiat radzyñski	27
05.08.2020	LUBELSKIE	Powiat radzyñski	27
06.08.2020	LUBELSKIE	Powiat radzyñski	27
07.08.2020	LUBELSKIE	Powiat radzyñski	27
08.08.2020	LUBELSKIE	Powiat radzyñski	27
09.08.2020	LUBELSKIE	Powiat radzyñski	27
10.08.2020	LUBELSKIE	Powiat radzyñski	27
11.08.2020	LUBELSKIE	Powiat radzyñski	28
12.08.2020	LUBELSKIE	Powiat radzyñski	28
13.08.2020	LUBELSKIE	Powiat radzyñski	28
14.08.2020	LUBELSKIE	Powiat radzyñski	30
15.08.2020	LUBELSKIE	Powiat radzyñski	31
16.08.2020	LUBELSKIE	Powiat radzyñski	31
17.08.2020	LUBELSKIE	Powiat radzyñski	31
18.08.2020	LUBELSKIE	Powiat radzyñski	31
19.08.2020	LUBELSKIE	Powiat radzyñski	31
20.08.2020	LUBELSKIE	Powiat radzyñski	31
21.08.2020	LUBELSKIE	Powiat radzyñski	31
22.08.2020	LUBELSKIE	Powiat radzyñski	33
23.08.2020	LUBELSKIE	Powiat radzyñski	33
24.08.2020	LUBELSKIE	Powiat radzyñski	34
25.08.2020	LUBELSKIE	Powiat radzyñski	35
26.08.2020	LUBELSKIE	Powiat radzyñski	35
27.08.2020	LUBELSKIE	Powiat radzyñski	37
28.08.2020	LUBELSKIE	Powiat radzyñski	40
29.08.2020	LUBELSKIE	Powiat radzyñski	40
30.08.2020	LUBELSKIE	Powiat radzyñski	42
31.08.2020	LUBELSKIE	Powiat radzyñski	44
01.09.2020	LUBELSKIE	Powiat radzyñski	44
02.09.2020	LUBELSKIE	Powiat radzyñski	44
03.09.2020	LUBELSKIE	Powiat radzyñski	44
04.09.2020	LUBELSKIE	Powiat radzyñski	45
05.09.2020	LUBELSKIE	Powiat radzyñski	45
06.09.2020	LUBELSKIE	Powiat radzyñski	46
07.09.2020	LUBELSKIE	Powiat radzyñski	46
08.09.2020	LUBELSKIE	Powiat radzyñski	47
09.09.2020	LUBELSKIE	Powiat radzyñski	50
10.09.2020	LUBELSKIE	Powiat radzyñski	50
11.09.2020	LUBELSKIE	Powiat radzyñski	50
12.09.2020	LUBELSKIE	Powiat radzyñski	50
13.09.2020	LUBELSKIE	Powiat radzyñski	54
14.09.2020	LUBELSKIE	Powiat radzyñski	54
15.09.2020	LUBELSKIE	Powiat radzyñski	55
16.09.2020	LUBELSKIE	Powiat radzyñski	55
17.09.2020	LUBELSKIE	Powiat radzyñski	55
18.09.2020	LUBELSKIE	Powiat radzyñski	56
19.09.2020	LUBELSKIE	Powiat radzyñski	56
20.09.2020	LUBELSKIE	Powiat radzyñski	56
21.09.2020	LUBELSKIE	Powiat radzyñski	65
22.09.2020	LUBELSKIE	Powiat radzyñski	65
23.09.2020	LUBELSKIE	Powiat radzyñski	65
24.09.2020	LUBELSKIE	Powiat radzyñski	67
25.09.2020	LUBELSKIE	Powiat radzyñski	67
26.09.2020	LUBELSKIE	Powiat radzyñski	67
27.09.2020	LUBELSKIE	Powiat radzyñski	67
28.09.2020	LUBELSKIE	Powiat radzyñski	68
29.09.2020	LUBELSKIE	Powiat radzyñski	70
30.09.2020	LUBELSKIE	Powiat radzyñski	70
01.10.2020	LUBELSKIE	Powiat radzyñski	71
02.10.2020	LUBELSKIE	Powiat radzyñski	73
03.10.2020	LUBELSKIE	Powiat radzyñski	73
04.10.2020	LUBELSKIE	Powiat radzyñski	81
05.10.2020	LUBELSKIE	Powiat radzyñski	95
06.10.2020	LUBELSKIE	Powiat radzyñski	98
07.10.2020	LUBELSKIE	Powiat radzyñski	99
08.10.2020	LUBELSKIE	Powiat radzyñski	106
09.10.2020	LUBELSKIE	Powiat radzyñski	108
10.10.2020	LUBELSKIE	Powiat radzyñski	109
11.10.2020	LUBELSKIE	Powiat radzyñski	109
12.10.2020	LUBELSKIE	Powiat radzyñski	112
13.10.2020	LUBELSKIE	Powiat radzyñski	118
14.10.2020	LUBELSKIE	Powiat radzyñski	121
15.10.2020	LUBELSKIE	Powiat radzyñski	131
16.10.2020	LUBELSKIE	Powiat radzyñski	133
17.10.2020	LUBELSKIE	Powiat radzyñski	153
18.10.2020	LUBELSKIE	Powiat radzyñski	161
19.10.2020	LUBELSKIE	Powiat radzyñski	170
20.10.2020	LUBELSKIE	Powiat radzyñski	238
21.10.2020	LUBELSKIE	Powiat radzyñski	254
22.10.2020	LUBELSKIE	Powiat radzyñski	257
23.10.2020	LUBELSKIE	Powiat radzyñski	279
24.10.2020	LUBELSKIE	Powiat radzyñski	281
25.10.2020	LUBELSKIE	Powiat radzyñski	284
26.10.2020	LUBELSKIE	Powiat radzyñski	286
27.10.2020	LUBELSKIE	Powiat radzyñski	313
28.10.2020	LUBELSKIE	Powiat radzyñski	352
29.10.2020	LUBELSKIE	Powiat radzyñski	380
30.10.2020	LUBELSKIE	Powiat radzyñski	389
31.10.2020	LUBELSKIE	Powiat radzyñski	431
01.11.2020	LUBELSKIE	Powiat radzyñski	500
02.11.2020	LUBELSKIE	Powiat radzyñski	527
03.11.2020	LUBELSKIE	Powiat radzyñski	548
04.11.2020	LUBELSKIE	Powiat radzyñski	584
05.11.2020	LUBELSKIE	Powiat radzyñski	611
06.11.2020	LUBELSKIE	Powiat radzyñski	670
07.11.2020	LUBELSKIE	Powiat radzyñski	683
08.11.2020	LUBELSKIE	Powiat radzyñski	737
09.11.2020	LUBELSKIE	Powiat radzyñski	770
10.11.2020	LUBELSKIE	Powiat radzyñski	775
11.11.2020	LUBELSKIE	Powiat radzyñski	798
12.11.2020	LUBELSKIE	Powiat radzyñski	819
13.11.2020	LUBELSKIE	Powiat radzyñski	822
14.11.2020	LUBELSKIE	Powiat radzyñski	842
15.11.2020	LUBELSKIE	Powiat radzyñski	865
16.11.2020	LUBELSKIE	Powiat radzyñski	865
17.11.2020	LUBELSKIE	Powiat radzyñski	897
18.11.2020	LUBELSKIE	Powiat radzyñski	903
19.11.2020	LUBELSKIE	Powiat radzyñski	916
20.11.2020	LUBELSKIE	Powiat radzyñski	918
21.11.2020	LUBELSKIE	Powiat radzyñski	956
22.11.2020	LUBELSKIE	Powiat radzyñski	1001
23.11.2020	LUBELSKIE	Powiat radzyñski	1008
04.03.2020	LUBELSKIE	Powiat rycki	0
05.03.2020	LUBELSKIE	Powiat rycki	0
06.03.2020	LUBELSKIE	Powiat rycki	0
07.03.2020	LUBELSKIE	Powiat rycki	0
08.03.2020	LUBELSKIE	Powiat rycki	0
09.03.2020	LUBELSKIE	Powiat rycki	0
10.03.2020	LUBELSKIE	Powiat rycki	0
11.03.2020	LUBELSKIE	Powiat rycki	0
12.03.2020	LUBELSKIE	Powiat rycki	0
13.03.2020	LUBELSKIE	Powiat rycki	0
14.03.2020	LUBELSKIE	Powiat rycki	0
15.03.2020	LUBELSKIE	Powiat rycki	0
16.03.2020	LUBELSKIE	Powiat rycki	0
17.03.2020	LUBELSKIE	Powiat rycki	0
18.03.2020	LUBELSKIE	Powiat rycki	0
19.03.2020	LUBELSKIE	Powiat rycki	0
20.03.2020	LUBELSKIE	Powiat rycki	0
21.03.2020	LUBELSKIE	Powiat rycki	0
22.03.2020	LUBELSKIE	Powiat rycki	0
23.03.2020	LUBELSKIE	Powiat rycki	0
24.03.2020	LUBELSKIE	Powiat rycki	0
25.03.2020	LUBELSKIE	Powiat rycki	0
26.03.2020	LUBELSKIE	Powiat rycki	0
27.03.2020	LUBELSKIE	Powiat rycki	0
28.03.2020	LUBELSKIE	Powiat rycki	0
29.03.2020	LUBELSKIE	Powiat rycki	0
30.03.2020	LUBELSKIE	Powiat rycki	0
31.03.2020	LUBELSKIE	Powiat rycki	0
01.04.2020	LUBELSKIE	Powiat rycki	0
02.04.2020	LUBELSKIE	Powiat rycki	1
03.04.2020	LUBELSKIE	Powiat rycki	1
04.04.2020	LUBELSKIE	Powiat rycki	1
05.04.2020	LUBELSKIE	Powiat rycki	5
06.04.2020	LUBELSKIE	Powiat rycki	5
07.04.2020	LUBELSKIE	Powiat rycki	7
08.04.2020	LUBELSKIE	Powiat rycki	7
09.04.2020	LUBELSKIE	Powiat rycki	7
10.04.2020	LUBELSKIE	Powiat rycki	7
11.04.2020	LUBELSKIE	Powiat rycki	7
12.04.2020	LUBELSKIE	Powiat rycki	7
13.04.2020	LUBELSKIE	Powiat rycki	8
14.04.2020	LUBELSKIE	Powiat rycki	8
15.04.2020	LUBELSKIE	Powiat rycki	8
16.04.2020	LUBELSKIE	Powiat rycki	8
17.04.2020	LUBELSKIE	Powiat rycki	8
18.04.2020	LUBELSKIE	Powiat rycki	8
19.04.2020	LUBELSKIE	Powiat rycki	8
20.04.2020	LUBELSKIE	Powiat rycki	8
21.04.2020	LUBELSKIE	Powiat rycki	8
22.04.2020	LUBELSKIE	Powiat rycki	8
23.04.2020	LUBELSKIE	Powiat rycki	9
24.04.2020	LUBELSKIE	Powiat rycki	9
25.04.2020	LUBELSKIE	Powiat rycki	9
26.04.2020	LUBELSKIE	Powiat rycki	9
27.04.2020	LUBELSKIE	Powiat rycki	9
28.04.2020	LUBELSKIE	Powiat rycki	9
29.04.2020	LUBELSKIE	Powiat rycki	9
30.04.2020	LUBELSKIE	Powiat rycki	9
01.05.2020	LUBELSKIE	Powiat rycki	10
02.05.2020	LUBELSKIE	Powiat rycki	10
03.05.2020	LUBELSKIE	Powiat rycki	13
04.05.2020	LUBELSKIE	Powiat rycki	13
05.05.2020	LUBELSKIE	Powiat rycki	13
06.05.2020	LUBELSKIE	Powiat rycki	16
07.05.2020	LUBELSKIE	Powiat rycki	16
08.05.2020	LUBELSKIE	Powiat rycki	16
09.05.2020	LUBELSKIE	Powiat rycki	16
10.05.2020	LUBELSKIE	Powiat rycki	16
11.05.2020	LUBELSKIE	Powiat rycki	16
12.05.2020	LUBELSKIE	Powiat rycki	16
13.05.2020	LUBELSKIE	Powiat rycki	16
14.05.2020	LUBELSKIE	Powiat rycki	16
15.05.2020	LUBELSKIE	Powiat rycki	17
16.05.2020	LUBELSKIE	Powiat rycki	17
17.05.2020	LUBELSKIE	Powiat rycki	17
18.05.2020	LUBELSKIE	Powiat rycki	17
19.05.2020	LUBELSKIE	Powiat rycki	17
20.05.2020	LUBELSKIE	Powiat rycki	17
21.05.2020	LUBELSKIE	Powiat rycki	18
22.05.2020	LUBELSKIE	Powiat rycki	18
23.05.2020	LUBELSKIE	Powiat rycki	18
24.05.2020	LUBELSKIE	Powiat rycki	18
25.05.2020	LUBELSKIE	Powiat rycki	18
26.05.2020	LUBELSKIE	Powiat rycki	18
27.05.2020	LUBELSKIE	Powiat rycki	18
28.05.2020	LUBELSKIE	Powiat rycki	18
29.05.2020	LUBELSKIE	Powiat rycki	18
30.05.2020	LUBELSKIE	Powiat rycki	18
31.05.2020	LUBELSKIE	Powiat rycki	18
01.06.2020	LUBELSKIE	Powiat rycki	18
02.06.2020	LUBELSKIE	Powiat rycki	18
03.06.2020	LUBELSKIE	Powiat rycki	18
04.06.2020	LUBELSKIE	Powiat rycki	18
05.06.2020	LUBELSKIE	Powiat rycki	18
06.06.2020	LUBELSKIE	Powiat rycki	19
07.06.2020	LUBELSKIE	Powiat rycki	19
08.06.2020	LUBELSKIE	Powiat rycki	19
09.06.2020	LUBELSKIE	Powiat rycki	19
10.06.2020	LUBELSKIE	Powiat rycki	20
11.06.2020	LUBELSKIE	Powiat rycki	21
12.06.2020	LUBELSKIE	Powiat rycki	21
13.06.2020	LUBELSKIE	Powiat rycki	24
14.06.2020	LUBELSKIE	Powiat rycki	26
15.06.2020	LUBELSKIE	Powiat rycki	26
16.06.2020	LUBELSKIE	Powiat rycki	30
17.06.2020	LUBELSKIE	Powiat rycki	37
18.06.2020	LUBELSKIE	Powiat rycki	37
19.06.2020	LUBELSKIE	Powiat rycki	37
20.06.2020	LUBELSKIE	Powiat rycki	38
21.06.2020	LUBELSKIE	Powiat rycki	39
22.06.2020	LUBELSKIE	Powiat rycki	39
23.06.2020	LUBELSKIE	Powiat rycki	39
24.06.2020	LUBELSKIE	Powiat rycki	39
25.06.2020	LUBELSKIE	Powiat rycki	41
26.06.2020	LUBELSKIE	Powiat rycki	42
27.06.2020	LUBELSKIE	Powiat rycki	47
28.06.2020	LUBELSKIE	Powiat rycki	49
29.06.2020	LUBELSKIE	Powiat rycki	50
30.06.2020	LUBELSKIE	Powiat rycki	50
01.07.2020	LUBELSKIE	Powiat rycki	51
02.07.2020	LUBELSKIE	Powiat rycki	52
03.07.2020	LUBELSKIE	Powiat rycki	52
04.07.2020	LUBELSKIE	Powiat rycki	52
05.07.2020	LUBELSKIE	Powiat rycki	52
06.07.2020	LUBELSKIE	Powiat rycki	52
07.07.2020	LUBELSKIE	Powiat rycki	52
08.07.2020	LUBELSKIE	Powiat rycki	52
09.07.2020	LUBELSKIE	Powiat rycki	52
10.07.2020	LUBELSKIE	Powiat rycki	52
11.07.2020	LUBELSKIE	Powiat rycki	52
12.07.2020	LUBELSKIE	Powiat rycki	52
13.07.2020	LUBELSKIE	Powiat rycki	52
14.07.2020	LUBELSKIE	Powiat rycki	52
15.07.2020	LUBELSKIE	Powiat rycki	52
16.07.2020	LUBELSKIE	Powiat rycki	52
17.07.2020	LUBELSKIE	Powiat rycki	52
18.07.2020	LUBELSKIE	Powiat rycki	52
19.07.2020	LUBELSKIE	Powiat rycki	52
20.07.2020	LUBELSKIE	Powiat rycki	52
21.07.2020	LUBELSKIE	Powiat rycki	52
22.07.2020	LUBELSKIE	Powiat rycki	52
23.07.2020	LUBELSKIE	Powiat rycki	52
24.07.2020	LUBELSKIE	Powiat rycki	52
25.07.2020	LUBELSKIE	Powiat rycki	52
26.07.2020	LUBELSKIE	Powiat rycki	52
27.07.2020	LUBELSKIE	Powiat rycki	52
28.07.2020	LUBELSKIE	Powiat rycki	52
29.07.2020	LUBELSKIE	Powiat rycki	52
30.07.2020	LUBELSKIE	Powiat rycki	52
31.07.2020	LUBELSKIE	Powiat rycki	52
01.08.2020	LUBELSKIE	Powiat rycki	52
02.08.2020	LUBELSKIE	Powiat rycki	52
03.08.2020	LUBELSKIE	Powiat rycki	52
04.08.2020	LUBELSKIE	Powiat rycki	52
05.08.2020	LUBELSKIE	Powiat rycki	52
06.08.2020	LUBELSKIE	Powiat rycki	52
07.08.2020	LUBELSKIE	Powiat rycki	52
08.08.2020	LUBELSKIE	Powiat rycki	52
09.08.2020	LUBELSKIE	Powiat rycki	52
10.08.2020	LUBELSKIE	Powiat rycki	52
11.08.2020	LUBELSKIE	Powiat rycki	52
12.08.2020	LUBELSKIE	Powiat rycki	52
13.08.2020	LUBELSKIE	Powiat rycki	53
14.08.2020	LUBELSKIE	Powiat rycki	53
15.08.2020	LUBELSKIE	Powiat rycki	52
16.08.2020	LUBELSKIE	Powiat rycki	52
17.08.2020	LUBELSKIE	Powiat rycki	52
18.08.2020	LUBELSKIE	Powiat rycki	52
19.08.2020	LUBELSKIE	Powiat rycki	52
20.08.2020	LUBELSKIE	Powiat rycki	53
21.08.2020	LUBELSKIE	Powiat rycki	53
22.08.2020	LUBELSKIE	Powiat rycki	55
23.08.2020	LUBELSKIE	Powiat rycki	55
24.08.2020	LUBELSKIE	Powiat rycki	55
25.08.2020	LUBELSKIE	Powiat rycki	55
26.08.2020	LUBELSKIE	Powiat rycki	55
27.08.2020	LUBELSKIE	Powiat rycki	55
28.08.2020	LUBELSKIE	Powiat rycki	56
29.08.2020	LUBELSKIE	Powiat rycki	57
30.08.2020	LUBELSKIE	Powiat rycki	57
31.08.2020	LUBELSKIE	Powiat rycki	57
01.09.2020	LUBELSKIE	Powiat rycki	57
02.09.2020	LUBELSKIE	Powiat rycki	57
03.09.2020	LUBELSKIE	Powiat rycki	58
04.09.2020	LUBELSKIE	Powiat rycki	59
05.09.2020	LUBELSKIE	Powiat rycki	59
06.09.2020	LUBELSKIE	Powiat rycki	59
07.09.2020	LUBELSKIE	Powiat rycki	59
08.09.2020	LUBELSKIE	Powiat rycki	59
09.09.2020	LUBELSKIE	Powiat rycki	59
10.09.2020	LUBELSKIE	Powiat rycki	59
11.09.2020	LUBELSKIE	Powiat rycki	59
12.09.2020	LUBELSKIE	Powiat rycki	60
13.09.2020	LUBELSKIE	Powiat rycki	61
14.09.2020	LUBELSKIE	Powiat rycki	61
15.09.2020	LUBELSKIE	Powiat rycki	61
16.09.2020	LUBELSKIE	Powiat rycki	61
17.09.2020	LUBELSKIE	Powiat rycki	61
18.09.2020	LUBELSKIE	Powiat rycki	61
19.09.2020	LUBELSKIE	Powiat rycki	61
20.09.2020	LUBELSKIE	Powiat rycki	61
21.09.2020	LUBELSKIE	Powiat rycki	62
22.09.2020	LUBELSKIE	Powiat rycki	62
23.09.2020	LUBELSKIE	Powiat rycki	62
24.09.2020	LUBELSKIE	Powiat rycki	62
25.09.2020	LUBELSKIE	Powiat rycki	62
26.09.2020	LUBELSKIE	Powiat rycki	62
27.09.2020	LUBELSKIE	Powiat rycki	64
28.09.2020	LUBELSKIE	Powiat rycki	65
29.09.2020	LUBELSKIE	Powiat rycki	65
30.09.2020	LUBELSKIE	Powiat rycki	67
01.10.2020	LUBELSKIE	Powiat rycki	69
02.10.2020	LUBELSKIE	Powiat rycki	69
03.10.2020	LUBELSKIE	Powiat rycki	71
04.10.2020	LUBELSKIE	Powiat rycki	73
05.10.2020	LUBELSKIE	Powiat rycki	75
06.10.2020	LUBELSKIE	Powiat rycki	79
07.10.2020	LUBELSKIE	Powiat rycki	82
08.10.2020	LUBELSKIE	Powiat rycki	84
09.10.2020	LUBELSKIE	Powiat rycki	101
10.10.2020	LUBELSKIE	Powiat rycki	106
11.10.2020	LUBELSKIE	Powiat rycki	113
12.10.2020	LUBELSKIE	Powiat rycki	128
13.10.2020	LUBELSKIE	Powiat rycki	129
14.10.2020	LUBELSKIE	Powiat rycki	132
15.10.2020	LUBELSKIE	Powiat rycki	132
16.10.2020	LUBELSKIE	Powiat rycki	133
17.10.2020	LUBELSKIE	Powiat rycki	146
18.10.2020	LUBELSKIE	Powiat rycki	171
19.10.2020	LUBELSKIE	Powiat rycki	179
20.10.2020	LUBELSKIE	Powiat rycki	180
21.10.2020	LUBELSKIE	Powiat rycki	195
22.10.2020	LUBELSKIE	Powiat rycki	218
23.10.2020	LUBELSKIE	Powiat rycki	225
24.10.2020	LUBELSKIE	Powiat rycki	242
25.10.2020	LUBELSKIE	Powiat rycki	247
26.10.2020	LUBELSKIE	Powiat rycki	248
27.10.2020	LUBELSKIE	Powiat rycki	248
28.10.2020	LUBELSKIE	Powiat rycki	276
29.10.2020	LUBELSKIE	Powiat rycki	297
30.10.2020	LUBELSKIE	Powiat rycki	346
31.10.2020	LUBELSKIE	Powiat rycki	361
01.11.2020	LUBELSKIE	Powiat rycki	405
02.11.2020	LUBELSKIE	Powiat rycki	423
03.11.2020	LUBELSKIE	Powiat rycki	459
04.11.2020	LUBELSKIE	Powiat rycki	478
05.11.2020	LUBELSKIE	Powiat rycki	478
06.11.2020	LUBELSKIE	Powiat rycki	514
07.11.2020	LUBELSKIE	Powiat rycki	529
08.11.2020	LUBELSKIE	Powiat rycki	558
09.11.2020	LUBELSKIE	Powiat rycki	574
10.11.2020	LUBELSKIE	Powiat rycki	576
11.11.2020	LUBELSKIE	Powiat rycki	577
12.11.2020	LUBELSKIE	Powiat rycki	590
13.11.2020	LUBELSKIE	Powiat rycki	590
14.11.2020	LUBELSKIE	Powiat rycki	629
15.11.2020	LUBELSKIE	Powiat rycki	661
16.11.2020	LUBELSKIE	Powiat rycki	678
17.11.2020	LUBELSKIE	Powiat rycki	899
18.11.2020	LUBELSKIE	Powiat rycki	908
19.11.2020	LUBELSKIE	Powiat rycki	915
20.11.2020	LUBELSKIE	Powiat rycki	935
21.11.2020	LUBELSKIE	Powiat rycki	1187
22.11.2020	LUBELSKIE	Powiat rycki	1209
23.11.2020	LUBELSKIE	Powiat rycki	1220
04.03.2020	LUBELSKIE	Powiat œwidnicki	0
05.03.2020	LUBELSKIE	Powiat œwidnicki	0
06.03.2020	LUBELSKIE	Powiat œwidnicki	0
07.03.2020	LUBELSKIE	Powiat œwidnicki	0
08.03.2020	LUBELSKIE	Powiat œwidnicki	0
09.03.2020	LUBELSKIE	Powiat œwidnicki	0
10.03.2020	LUBELSKIE	Powiat œwidnicki	0
11.03.2020	LUBELSKIE	Powiat œwidnicki	0
12.03.2020	LUBELSKIE	Powiat œwidnicki	0
13.03.2020	LUBELSKIE	Powiat œwidnicki	0
14.03.2020	LUBELSKIE	Powiat œwidnicki	0
15.03.2020	LUBELSKIE	Powiat œwidnicki	0
16.03.2020	LUBELSKIE	Powiat œwidnicki	0
17.03.2020	LUBELSKIE	Powiat œwidnicki	0
18.03.2020	LUBELSKIE	Powiat œwidnicki	0
19.03.2020	LUBELSKIE	Powiat œwidnicki	0
20.03.2020	LUBELSKIE	Powiat œwidnicki	0
21.03.2020	LUBELSKIE	Powiat œwidnicki	0
22.03.2020	LUBELSKIE	Powiat œwidnicki	0
23.03.2020	LUBELSKIE	Powiat œwidnicki	0
24.03.2020	LUBELSKIE	Powiat œwidnicki	0
25.03.2020	LUBELSKIE	Powiat œwidnicki	0
26.03.2020	LUBELSKIE	Powiat œwidnicki	1
27.03.2020	LUBELSKIE	Powiat œwidnicki	3
28.03.2020	LUBELSKIE	Powiat œwidnicki	3
29.03.2020	LUBELSKIE	Powiat œwidnicki	3
30.03.2020	LUBELSKIE	Powiat œwidnicki	3
31.03.2020	LUBELSKIE	Powiat œwidnicki	3
01.04.2020	LUBELSKIE	Powiat œwidnicki	3
02.04.2020	LUBELSKIE	Powiat œwidnicki	3
03.04.2020	LUBELSKIE	Powiat œwidnicki	3
04.04.2020	LUBELSKIE	Powiat œwidnicki	3
05.04.2020	LUBELSKIE	Powiat œwidnicki	3
06.04.2020	LUBELSKIE	Powiat œwidnicki	3
07.04.2020	LUBELSKIE	Powiat œwidnicki	3
08.04.2020	LUBELSKIE	Powiat œwidnicki	3
09.04.2020	LUBELSKIE	Powiat œwidnicki	3
10.04.2020	LUBELSKIE	Powiat œwidnicki	3
11.04.2020	LUBELSKIE	Powiat œwidnicki	3
12.04.2020	LUBELSKIE	Powiat œwidnicki	3
13.04.2020	LUBELSKIE	Powiat œwidnicki	3
14.04.2020	LUBELSKIE	Powiat œwidnicki	3
15.04.2020	LUBELSKIE	Powiat œwidnicki	3
16.04.2020	LUBELSKIE	Powiat œwidnicki	3
17.04.2020	LUBELSKIE	Powiat œwidnicki	3
18.04.2020	LUBELSKIE	Powiat œwidnicki	4
19.04.2020	LUBELSKIE	Powiat œwidnicki	4
20.04.2020	LUBELSKIE	Powiat œwidnicki	4
21.04.2020	LUBELSKIE	Powiat œwidnicki	4
22.04.2020	LUBELSKIE	Powiat œwidnicki	4
23.04.2020	LUBELSKIE	Powiat œwidnicki	4
24.04.2020	LUBELSKIE	Powiat œwidnicki	4
25.04.2020	LUBELSKIE	Powiat œwidnicki	4
26.04.2020	LUBELSKIE	Powiat œwidnicki	4
27.04.2020	LUBELSKIE	Powiat œwidnicki	4
28.04.2020	LUBELSKIE	Powiat œwidnicki	4
29.04.2020	LUBELSKIE	Powiat œwidnicki	4
30.04.2020	LUBELSKIE	Powiat œwidnicki	4
01.05.2020	LUBELSKIE	Powiat œwidnicki	4
02.05.2020	LUBELSKIE	Powiat œwidnicki	4
03.05.2020	LUBELSKIE	Powiat œwidnicki	4
04.05.2020	LUBELSKIE	Powiat œwidnicki	4
05.05.2020	LUBELSKIE	Powiat œwidnicki	4
06.05.2020	LUBELSKIE	Powiat œwidnicki	4
07.05.2020	LUBELSKIE	Powiat œwidnicki	4
08.05.2020	LUBELSKIE	Powiat œwidnicki	4
09.05.2020	LUBELSKIE	Powiat œwidnicki	4
10.05.2020	LUBELSKIE	Powiat œwidnicki	4
11.05.2020	LUBELSKIE	Powiat œwidnicki	4
12.05.2020	LUBELSKIE	Powiat œwidnicki	5
13.05.2020	LUBELSKIE	Powiat œwidnicki	5
14.05.2020	LUBELSKIE	Powiat œwidnicki	5
15.05.2020	LUBELSKIE	Powiat œwidnicki	5
16.05.2020	LUBELSKIE	Powiat œwidnicki	5
17.05.2020	LUBELSKIE	Powiat œwidnicki	6
18.05.2020	LUBELSKIE	Powiat œwidnicki	6
19.05.2020	LUBELSKIE	Powiat œwidnicki	6
20.05.2020	LUBELSKIE	Powiat œwidnicki	6
21.05.2020	LUBELSKIE	Powiat œwidnicki	7
22.05.2020	LUBELSKIE	Powiat œwidnicki	7
23.05.2020	LUBELSKIE	Powiat œwidnicki	7
24.05.2020	LUBELSKIE	Powiat œwidnicki	7
25.05.2020	LUBELSKIE	Powiat œwidnicki	7
26.05.2020	LUBELSKIE	Powiat œwidnicki	7
27.05.2020	LUBELSKIE	Powiat œwidnicki	7
28.05.2020	LUBELSKIE	Powiat œwidnicki	8
29.05.2020	LUBELSKIE	Powiat œwidnicki	8
30.05.2020	LUBELSKIE	Powiat œwidnicki	8
31.05.2020	LUBELSKIE	Powiat œwidnicki	8
01.06.2020	LUBELSKIE	Powiat œwidnicki	8
02.06.2020	LUBELSKIE	Powiat œwidnicki	8
03.06.2020	LUBELSKIE	Powiat œwidnicki	9
04.06.2020	LUBELSKIE	Powiat œwidnicki	9
05.06.2020	LUBELSKIE	Powiat œwidnicki	9
06.06.2020	LUBELSKIE	Powiat œwidnicki	9
07.06.2020	LUBELSKIE	Powiat œwidnicki	9
08.06.2020	LUBELSKIE	Powiat œwidnicki	9
